X,Y,label
11.83578524,-8.194043847,BC5A_(Cone_Bipolar_cell_5A)
11.92339072,-8.460822793,BC5A_(Cone_Bipolar_cell_5A)
10.42984042,-10.32328961,BC5A_(Cone_Bipolar_cell_5A)
12.12412867,-9.27205536,BC5A_(Cone_Bipolar_cell_5A)
12.58153281,-9.646619531,BC5A_(Cone_Bipolar_cell_5A)
11.85468707,-8.793914529,BC5A_(Cone_Bipolar_cell_5A)
10.51201663,-10.33747265,BC5A_(Cone_Bipolar_cell_5A)
11.97246871,-10.82380268,BC5A_(Cone_Bipolar_cell_5A)
11.5005239,-11.16819927,BC5A_(Cone_Bipolar_cell_5A)
12.06057105,-8.326716157,BC5A_(Cone_Bipolar_cell_5A)
11.78673014,-10.72184727,BC5A_(Cone_Bipolar_cell_5A)
13.26288256,-9.547059747,BC5A_(Cone_Bipolar_cell_5A)
10.93758235,-10.64818832,BC5A_(Cone_Bipolar_cell_5A)
10.41319213,-10.3425338,BC5A_(Cone_Bipolar_cell_5A)
10.47441039,-10.19614098,BC5A_(Cone_Bipolar_cell_5A)
12.60243258,-9.182160111,BC5A_(Cone_Bipolar_cell_5A)
10.34551082,-10.19540093,BC5A_(Cone_Bipolar_cell_5A)
11.96416602,-10.82119343,BC5A_(Cone_Bipolar_cell_5A)
13.19809756,-9.524277421,BC5A_(Cone_Bipolar_cell_5A)
11.9240087,-8.211470338,BC5A_(Cone_Bipolar_cell_5A)
11.659901,-10.32019207,Doublets/Contaminants
11.8616117,-8.568569871,BC5A_(Cone_Bipolar_cell_5A)
4.608572815,-9.941547128,BC5A_(Cone_Bipolar_cell_5A)
11.53509078,-9.453778955,BC5A_(Cone_Bipolar_cell_5A)
11.46987185,-9.394885751,BC5A_(Cone_Bipolar_cell_5A)
11.66439471,-9.321188661,BC5A_(Cone_Bipolar_cell_5A)
11.35260234,-10.99874279,BC5A_(Cone_Bipolar_cell_5A)
11.68027434,-11.05294296,BC5A_(Cone_Bipolar_cell_5A)
11.80648742,-10.96254513,BC5A_(Cone_Bipolar_cell_5A)
11.83955989,-9.398491593,BC5A_(Cone_Bipolar_cell_5A)
11.82708297,-10.94468853,BC5A_(Cone_Bipolar_cell_5A)
12.03910384,-8.358505937,BC5A_(Cone_Bipolar_cell_5A)
12.71672664,-9.088531228,Doublets/Contaminants
12.74166617,-9.380307885,BC5A_(Cone_Bipolar_cell_5A)
13.22422252,-9.512577745,Doublets/Contaminants
11.68571982,-9.252203675,BC5A_(Cone_Bipolar_cell_5A)
12.67787394,-9.331058236,BC5A_(Cone_Bipolar_cell_5A)
11.7454637,-11.05342743,BC5A_(Cone_Bipolar_cell_5A)
11.27201972,-10.99344418,Doublets/Contaminants
12.53085074,-9.623574945,BC5A_(Cone_Bipolar_cell_5A)
10.39251742,-10.03375885,BC5A_(Cone_Bipolar_cell_5A)
10.56883464,-10.09879086,BC5A_(Cone_Bipolar_cell_5A)
11.90754065,-9.204393121,BC5A_(Cone_Bipolar_cell_5A)
12.80716548,-9.401821824,BC5D
12.04405627,-8.173056336,BC5A_(Cone_Bipolar_cell_5A)
11.76732573,-9.315632554,BC5A_(Cone_Bipolar_cell_5A)
11.46376548,-9.492090913,BC5A_(Cone_Bipolar_cell_5A)
10.34957633,-10.27576611,BC5A_(Cone_Bipolar_cell_5A)
10.37740359,-10.09096405,BC5A_(Cone_Bipolar_cell_5A)
12.86737952,-9.389191361,Doublets/Contaminants
10.4049953,-10.28070805,BC5A_(Cone_Bipolar_cell_5A)
11.88439212,-10.84648583,BC5A_(Cone_Bipolar_cell_5A)
11.82405791,-8.202976914,BC5A_(Cone_Bipolar_cell_5A)
13.1688684,-9.482285234,BC5A_(Cone_Bipolar_cell_5A)
11.90735469,-8.39263794,BC5A_(Cone_Bipolar_cell_5A)
10.34575877,-10.11998722,BC5A_(Cone_Bipolar_cell_5A)
10.60633216,-10.4368293,BC5A_(Cone_Bipolar_cell_5A)
11.89517627,-8.013774606,BC5A_(Cone_Bipolar_cell_5A)
11.70201907,-9.371382447,BC5A_(Cone_Bipolar_cell_5A)
11.53141055,-9.485432359,BC5A_(Cone_Bipolar_cell_5A)
12.20809493,-9.514026376,BC5A_(Cone_Bipolar_cell_5A)
10.38205275,-10.22843334,BC5A_(Cone_Bipolar_cell_5A)
11.49831996,-9.518833848,BC5A_(Cone_Bipolar_cell_5A)
11.5004991,-9.434042665,BC5A_(Cone_Bipolar_cell_5A)
10.36521087,-10.10020039,BC5A_(Cone_Bipolar_cell_5A)
11.74630675,-8.327056619,BC5A_(Cone_Bipolar_cell_5A)
12.43528781,-9.692198487,BC5A_(Cone_Bipolar_cell_5A)
11.94268069,-10.79866955,BC5A_(Cone_Bipolar_cell_5A)
13.03134188,-9.511531564,BC5D
11.80479178,-8.219168397,BC5D
12.28585658,-9.803647729,BC5A_(Cone_Bipolar_cell_5A)
11.76801238,-10.92891094,Doublets/Contaminants
11.31642852,-10.88651344,BC5D
10.55672202,-10.30869648,BC5D
11.93850074,-8.110789033,BC5D
11.91854033,-9.337403031,BC5D
10.36179957,-10.2557151,BC5D
11.37918219,-10.92775032,BC5D
13.14363704,-9.458499642,BC5D
10.56335578,-10.16530964,BC5D
11.77519736,-11.03613064,BC5D
12.05328307,-8.301411363,BC5D
11.89781794,-10.70046589,BC5A_(Cone_Bipolar_cell_5A)
11.96835456,-10.8211591,BC5A_(Cone_Bipolar_cell_5A)
11.46389041,-9.562765809,BC5D
13.20847449,-9.517801972,BC5D
13.2451261,-9.519686433,BC5A_(Cone_Bipolar_cell_5A)
11.50084052,-9.484620782,BC5A_(Cone_Bipolar_cell_5A)
11.89968142,-10.86469624,BC5A_(Cone_Bipolar_cell_5A)
11.75168357,-9.131522866,BC5A_(Cone_Bipolar_cell_5A)
12.28036914,-9.656067582,BC5A_(Cone_Bipolar_cell_5A)
11.78481421,-11.00521538,BC5A_(Cone_Bipolar_cell_5A)
11.8545135,-8.7280328,BC5A_(Cone_Bipolar_cell_5A)
11.51272139,-9.568206521,BC5A_(Cone_Bipolar_cell_5A)
10.61797938,-10.40287182,BC5A_(Cone_Bipolar_cell_5A)
10.59612212,-10.41164085,BC5D
10.32989917,-10.06028626,BC5A_(Cone_Bipolar_cell_5A)
10.33919463,-10.26077816,BC5D
12.66322551,-9.487521859,BC5D
12.06707606,-9.454745027,BC5D
12.60883841,-9.518822404,BC5D
11.28859649,-9.448841783,BC5D
11.7848762,-9.087242814,BC5D
11.61665664,-11.10666248,BC5D
11.52123103,-9.487497064,BC5D
10.56981025,-10.37209103,BC5D
12.87862143,-9.510498735,BC5D
10.57017836,-10.29723236,BC5D
11.73706279,-8.18071911,BC5D
12.15397582,-8.348705979,BC5D
12.63562617,-9.060908052,BC5D
10.46185431,-10.20655129,BC5D
10.50080333,-10.01902077,BC5D
10.59127269,-10.42339012,BC5D
11.90939555,-9.372586938,BC5D
12.09277568,-9.474685403,BC5D
11.93993602,-9.490961762,BC5A_(Cone_Bipolar_cell_5A)
11.49858413,-9.372378083,BC5A_(Cone_Bipolar_cell_5A)
-1.654650714,-11.91069195,BC7_(Cone_Bipolar_cell_7)
-1.653763677,-12.55677864,BC5A_(Cone_Bipolar_cell_5A)
-2.136617447,-11.91797897,BC5D
-1.756413724,-12.47675678,BC5D
-0.992069031,-11.9401128,BC5D
-2.165566708,-12.46345112,BC5D
-1.878201272,-12.06947586,BC5D
-2.255569364,-11.98209164,BC5D
-1.720879103,-11.97341129,BC5D
-2.198248293,-12.54623577,BC5D
-1.152727272,-11.82180283,BC5D
-1.495345141,-12.09487984,BC5B
-2.106148745,-12.18599197,BC5D
-1.76092353,-12.08319542,BC5D
-1.111198689,-12.32025883,BC5D
-1.927420642,-12.15839741,BC5A_(Cone_Bipolar_cell_5A)
-1.911738898,-11.96339581,BC5D
-1.547110225,-11.71319267,BC5D
-1.70521238,-12.21890995,BC5D
-2.188111688,-11.804198,Doublets/Contaminants
-0.93277135,-11.87825462,BC5D
-1.656127359,-11.75358078,BC5D
-1.54813161,-12.51145336,BC5D
-1.841147567,-12.12614319,BC5D
-1.165973212,-11.91339562,BC5D
-1.19603851,-11.78177235,BC5D
-1.285670425,-12.72837994,BC5D
-0.957087423,-11.89020512,BC5D
-1.855972911,-12.38343594,BC5D
-1.985090043,-12.23510048,BC5D
-1.807745601,-12.79669163,BC5D
-1.911930229,-12.72731754,BC5D
-1.967649247,-11.73325894,BC5D
-1.897497679,-12.57963726,BC5D
-1.632937814,-12.88394138,BC5D
-1.885448243,-12.44456646,BC5D
-1.459383394,-12.52574417,BC5D
-2.326993133,-11.95160648,BC5D
-1.626741435,-12.91263935,BC5D
-2.066512968,-12.38810131,BC5D
-2.049198176,-12.07047722,BC5D
-1.711610462,-12.69273827,BC5D
-1.761084224,-11.59627983,BC5D
-1.926655556,-12.70485375,BC5D
-2.30409732,-12.21142361,BC5D
-1.227367069,-12.38389847,BC5D
-2.043563868,-11.8732259,BC5D
-1.344087268,-12.37574551,BC5D
-1.6398479,-12.04790661,BC5D
-1.198120023,-12.12480423,BC5D
-1.730323102,-12.17995236,BC5D
-2.248246814,-12.39582131,BC5D
-1.60011759,-12.29621765,BC5D
-1.853662516,-12.559221,BC5D
-1.893562938,-11.86612293,BC5D
-2.015239383,-12.05156109,BC5D
-2.021205808,-12.09354469,BC5D
-1.490143444,-12.88252613,BC5D
-2.111890937,-12.43637249,BC5D
-2.161541487,-12.1081464,BC5D
-1.861000444,-11.83505699,BC5D
-0.977020229,-12.1590192,BC5D
-2.021056916,-12.13988087,BC5D
-1.927639987,-11.93382237,BC5D
-1.175706233,-11.90183231,BC5D
-1.568197037,-12.90573094,BC5D
-1.42763188,-12.01712391,BC5D
-1.46136346,-11.95567677,BC5D
-1.789995576,-12.49475453,BC5D
-1.765735652,-12.74554798,BC5D
-1.742881919,-12.2837207,BC5D
-1.587213899,-12.02238819,BC5D
-1.78260615,-11.85320541,BC5D
-1.919346596,-12.39589283,BC5D
-2.258962537,-12.36877701,BC5D
-1.88839009,-12.5205476,BC5D
-2.097241665,-11.86840222,BC5D
-2.046223308,-11.94207451,BC5D
-1.281745817,-11.93547127,BC5D
-1.899329092,-11.99611351,BC5D
-2.336772825,-11.97408936,BC5D
-1.766989733,-12.43284103,BC5D
-1.405558969,-11.72655747,BC5D
-1.879259254,-11.59534332,BC5D
-2.229704048,-12.55115959,BC5D
-1.430881406,-12.51747295,BC5D
-1.907658722,-12.20983955,BC5D
-0.975950445,-11.97283241,BC5D
-1.1885381,-12.09682724,BC5D
-1.305610444,-12.47752545,BC5D
-2.327114965,-11.97248909,BC5D
-1.912746574,-12.15800545,BC5D
-1.91636851,-12.05130932,BC5D
-1.496504809,-11.89665291,BC5D
-1.679876711,-12.05356285,BC5D
-1.407955672,-12.53097889,BC5D
-1.681589867,-12.64537594,BC5D
-1.637228276,-12.54359696,BC5D
4.13331828,1.040156928,BC5D
-1.372329737,-12.67877934,BC5D
-1.877558734,-12.41786072,BC5D
-1.189633156,-12.27385113,BC5D
-1.746141578,-12.66250488,BC5D
-2.384849931,-12.28030083,BC5D
-1.447080638,-12.01130745,BC5D
-1.612998392,-12.65140984,BC5D
-1.81976154,-11.96971581,BC5D
-1.84407654,-11.71176598,BC5D
-1.064348961,-11.79943344,BC5D
-2.146192099,-12.17941067,BC5D
-1.706225063,-12.62874958,BC5D
-2.341909792,-12.31026337,BC5D
-1.939393546,-11.78450844,BC5D
-6.037591602,-11.80028603,BC5D
-1.599177028,-12.44119522,BC5D
-1.932097341,-12.48146793,BC5D
-1.808292533,-12.79579899,BC5D
-0.96221974,-11.99873802,BC5D
-1.422903563,-12.69634602,BC5D
-1.407997753,-12.67963287,BC5D
-1.714126493,-11.6982877,BC5D
-2.094562556,-11.71519253,BC5D
3.700724696,-0.519120785,BC3A
-1.780695821,-12.76370403,BC5D
-1.61835673,-12.81521294,BC5D
-1.930326249,-11.67271206,BC5D
-2.112716343,-11.88525841,BC5D
-1.909399416,-12.61382267,BC5D
-1.338231231,-12.52661869,BC5D
-1.873842742,-12.78716824,BC5D
-2.084383632,-12.25419113,BC5D
-1.950323369,-12.51624844,BC5D
-1.513825084,-12.09414456,BC5D
-1.368759181,-12.79473374,BC5A_(Cone_Bipolar_cell_5A)
-1.459086444,-12.916105,BC5D
-1.92506602,-12.40517304,BC5D
-1.643467094,-11.55858776,BC5D
-1.699090506,-11.831063,BC5D
-1.442833211,-12.25261471,BC5D
-1.345930959,-12.93814633,BC5D
-1.568077351,-12.14105484,BC5D
3.299941634,-0.366013738,BC5D
-1.925212885,-12.96094582,BC5D
-1.790751959,-11.96317074,BC5D
-1.560014154,-12.9664819,BC5D
-1.218375708,-11.79098675,BC5D
-2.163755204,-12.55650303,BC8/9_(mixture_of_BC8_and_BC9)
-1.817152406,-12.63048241,BC5D
-1.871789481,-12.16585419,BC5D
-1.650252248,-11.80095837,BC5D
-1.131832446,-12.55793545,BC5D
-1.881761576,-11.79975102,BC5D
-1.603530313,-12.34086678,RBC_(Rod_Bipolar_cell)
-1.961737539,-11.67352078,BC5B
-1.817507769,-12.45904228,BC5D
-1.765756632,-12.01323483,BC5D
3.589023684,0.125327853,BC5A_(Cone_Bipolar_cell_5A)
-1.403040077,-12.66937325,BC5D
-1.981489326,-12.5775573,BC5A_(Cone_Bipolar_cell_5A)
-2.239653255,-11.784641,BC5B
-1.709841277,-12.00578377,BC5B
-1.665187384,-12.05361149,BC5C
-1.76577201,-12.63269302,BC5C
-2.038702156,-12.23163483,BC5C
-1.108372714,-12.245177,BC5C
-1.334945823,-12.59217426,BC5B
-1.58991399,-12.3007085,BC5B
-1.505201604,-12.38243076,BC5B
-1.824811246,-11.93869183,BC5B
-1.882060076,-12.17945168,BC5B
-2.120936061,-11.68855641,BC5B
-2.12630644,-12.27730724,BC8/9_(mixture_of_BC8_and_BC9)
-1.676309373,-12.76370785,BC5B
-2.279349948,-11.73883602,BC5B
-2.068055894,-12.15311787,BC5B
-1.639258768,-11.77508137,BC5B
-1.645275022,-12.26425526,BC5B
-1.813135172,-12.37854263,BC5B
-1.214450265,-12.05533001,BC5B
-2.022143985,-12.341068,BC5B
-2.129657532,-12.15710995,BC5B
-10.396279,-1.87129161,BC5B
-1.603891636,-11.81862232,BC5B
-1.939110543,-12.7284734,BC5B
-1.753006722,-11.85845921,BC5B
-1.806611802,-11.80796024,BC5B
-2.378603603,-11.84732792,BC5B
-2.299658443,-11.77362702,BC3A
-1.676555897,-12.91300175,BC5B
-1.621975686,-12.25994084,BC5B
-1.697553064,-12.25301907,BC5B
-1.666409041,-11.90797875,BC5B
-2.046064998,-11.87049744,BC5B
-1.397756125,-12.50227902,BC5B
-2.020018961,-12.04487297,BC5B
-1.40441599,-12.59318802,BC5B
-1.474198367,-12.73849747,BC5B
-1.243119027,-11.88672897,BC5B
-1.599871065,-12.75436565,BC5B
-1.301929857,-11.94068787,BC5B
-6.85554042,-11.96932194,BC5B
-6.088625576,-12.34628365,BC5B
-6.585277702,-12.04853127,BC5B
-7.897729541,-12.10222218,BC5B
-6.63636985,-12.65030357,BC5B
-6.526831771,-12.48145363,BC5B
-6.36117139,-12.27304813,BC5B
-6.111922409,-12.73068401,BC5B
-5.635890152,-12.32147476,BC5B
-5.937491562,-11.93584416,BC5B
-6.4925653,-12.21031735,BC5B
-5.74338689,-11.79395268,BC5B
-6.690851356,-12.54284355,BC5B
-7.867945339,-12.14340946,BC5B
-6.115727569,-11.81457111,BC5B
-5.862212326,-12.40254089,BC5B
-5.973928596,-12.38429615,BC5B
-8.001623775,-11.99951145,BC5B
-7.635442402,-11.91410038,BC5B
-7.205217029,-11.9030349,BC5B
-7.417976047,-12.29166481,BC5B
-6.722842361,-12.58131859,BC5B
-6.066826488,-12.0420377,BC5B
-7.086887981,-12.42107555,BC5B
-6.050735618,-12.23913071,BC5B
-6.383899833,-12.03989765,BC5B
-6.420139457,-12.49952862,BC5B
-7.820432331,-11.98575279,BC5B
-6.11249509,-11.88375923,BC5B
-5.737983371,-12.3595607,BC5B
-7.568418647,-12.23173973,BC5B
-6.990414287,-12.54963944,BC5B
-7.599810268,-12.22061894,BC5B
-6.347164299,-12.36359284,BC5B
-6.648202087,-12.42558453,BC5B
-7.279341842,-12.47248242,BC5B
-6.488924171,-12.07844803,BC5B
-7.337813045,-12.04472992,BC5B
-6.171146061,-12.67431328,BC5B
-6.031409885,-12.36879036,BC5B
-7.471210624,-12.19618485,BC5B
-6.078981544,-12.31014988,BC5B
-6.526564743,-12.15709183,BC5B
-5.187081958,-12.18025276,BC5B
-6.146739151,-12.58121655,BC5B
-7.703021194,-12.13062546,BC5B
-6.481343414,-12.16806671,BC5B
-7.058715965,-12.53499767,BC5B
-5.631909515,-12.35241196,BC5B
-7.773677017,-11.94954178,BC5B
-6.881040718,-12.53382656,BC5B
-6.803075935,-12.45401928,BC5B
-6.701255466,-12.39273903,BC5B
-7.442669536,-12.13092968,BC5B
-7.909892704,-12.07721493,BC5B
-5.979195739,-12.35017655,BC5B
-5.710213806,-11.97312901,BC5B
-7.419936325,-12.17780087,BC5B
-7.002350475,-11.8940303,BC5B
-6.053511287,-12.48205063,BC5B
-7.234133865,-11.89493725,BC5B
-6.111455108,-11.87331268,BC5B
-7.042018081,-12.05202839,BC5B
-5.955904152,-12.51757023,BC5B
-7.705691005,-12.1001651,BC5B
-6.183578159,-12.10136006,BC5B
-6.241825248,-12.34817478,BC5B
-6.032569076,-12.51033089,BC5B
-6.903265621,-11.88008282,BC5B
-5.731323864,-12.39320538,BC5B
-6.262507583,-12.11498234,BC5C
-5.875712062,-12.45261166,BC5B
-7.405069973,-12.29592297,BC5B
-7.17580619,-12.11672661,BC5B
-7.285129692,-12.18548843,BC5C
-6.311476375,-11.77734539,BC5C
-7.769270565,-12.15573189,RBC_(Rod_Bipolar_cell)
-6.924589779,-12.51462051,BC5B
-6.782831337,-12.29984066,BC5B
-6.8688437,-12.30126354,BC5B
-2.640825655,-11.92737553,BC5B
-7.717847492,-12.00670025,BC5B
-7.55097356,-11.92223808,BC5C
-7.631133224,-12.20555851,BC5B
-6.928832199,-12.54926464,BC5C
-6.185954239,-12.18217442,BC5B
-5.861243869,-12.33192894,BC5C
-6.562678959,-12.42270157,BC5C
-6.004988338,-12.43257115,BC5C
-6.477971698,-12.27042935,BC5C
-6.690099861,-12.55765793,BC5C
-5.967687275,-12.21291706,BC5C
-6.35422578,-12.20130512,BC5C
-7.587085868,-12.19214317,BC5C
-6.875157978,-12.14737961,BC5C
-7.66050687,-11.96885655,BC5C
-6.159040119,-12.23433182,BC5C
-7.27311721,-12.10856983,BC5C
-7.314361717,-12.10376999,BC5C
-6.418201114,-12.42328999,BC5C
-6.633794929,-11.99278423,BC5C
-6.820831443,-12.61487457,BC5C
-6.258683349,-12.39450428,BC5C
-6.630716468,-12.39716026,Doublets/Contaminants
-7.914602424,-12.13276646,Doublets/Contaminants
-6.306088592,-12.33882782,Doublets/Contaminants
-6.801428463,-12.61272308,Doublets/Contaminants
-5.880953456,-12.27294418,Doublets/Contaminants
-6.621144439,-12.1076009,BC5C
-6.531044151,-12.02069065,BC5B
-6.400573875,-12.64673683,BC5B
-6.060135986,-12.26005528,BC5B
-7.221033718,-12.24466202,BC5B
-6.697758342,-12.16598293,Doublets/Contaminants
-6.328968193,-12.14697048,BC5C
-6.159670021,-12.34439346,BC5C
-6.069024231,-12.15042183,BC5C
-6.749323513,-11.93247196,BC5B
-6.635321285,-12.21907971,BC5C
-6.646493103,-12.43169186,BC5C
-6.263899471,-12.4514806,BC5C
-6.286341335,-12.07447502,BC5C
-6.569804336,-12.33797142,Doublets/Contaminants
-5.785108711,-12.301913,Doublets/Contaminants
-5.921793129,-12.23021576,BC5C
-5.804626133,-12.34112999,BC5C
-5.722584392,-12.39477417,BC5C
-6.118693019,-11.89883206,BC5C
-7.310824062,-12.28040287,BC5B
-6.417071964,-11.82901451,BC5B
-5.611353065,-12.17871353,BC5B
-7.702266838,-12.07442734,BC5B
-7.861110355,-12.07180378,BC5B
-6.260507251,-12.52614376,BC5B
-6.922130729,-12.23530933,BC5B
-6.289770748,-12.12126133,BC5B
-6.857677604,-12.63385555,BC5B
-6.929907943,-11.98937389,BC5B
-7.788911964,-12.02545235,BC5B
-7.770288135,-12.0969207,BC5B
-6.91625848,-12.44790814,BC5B
-6.49796405,-12.72889778,BC5B
-6.989651348,-12.49571774,BC5B
-6.614701892,-12.35523007,BC5B
-5.916279461,-12.3449485,BC5B
-6.695741798,-12.72191403,BC5B
-7.092155124,-12.49817822,BC5B
-7.744183685,-12.03457043,BC5B
-6.971401359,-12.43993733,BC5C
-6.683490421,-12.50892803,BC5C
-6.911049511,-12.39371655,BC5B
-7.522945072,-12.09745857,BC5B
-5.927744533,-12.22316525,BC5B
-6.625775959,-12.0901725,BC5B
-6.841973926,-12.31646034,BC5B
-6.221664573,-11.9321191,BC5B
-6.048119213,-12.52037403,BC5B
-5.84792247,-12.10038159,BC5B
-6.645557071,-11.97532627,BC5B
-6.963494922,-12.22586128,BC5B
-6.848423626,-12.21184895,BC5B
-6.100667144,-12.04991219,BC5B
-6.69206586,-12.69055721,BC5B
-6.274194385,-12.4402692,BC5B
-6.97543111,-11.92775414,BC5B
-7.549796249,-12.03218052,BC5B
-6.179088737,-12.02650234,BC5B
-6.603660728,-11.90346596,BC5B
-7.003141548,-12.43732903,BC5B
-6.987681057,-12.44180557,BC5B
-5.864455368,-12.58337471,BC5B
-7.170370723,-12.19002888,BC5B
-7.496173526,-12.07675335,BC5B
-7.821440841,-12.03224537,BC5B
-6.225282337,-12.75892517,BC5B
-5.872164871,-12.33496258,BC5B
-2.556602861,-11.96999428,BC5B
-6.092430736,-12.28871605,BC5B
-7.070931579,-12.24411652,BC5B
-7.30268779,-12.09608719,BC5B
-6.355856086,-12.52164719,BC5B
-7.256024982,-12.00384495,BC5B
-7.726259853,-12.0998933,BC5B
-6.469220306,-12.62492821,BC5B
-2.547093774,-11.87396309,BC5B
-7.49257436,-12.068382,BC5B
-6.704535152,-12.46555206,BC5B
-5.773533966,-12.23473141,BC5B
-6.955928947,-12.37328503,BC5B
-6.598210479,-12.08961556,BC5B
-7.624404575,-12.09019539,BC5B
-7.817462589,-12.10111878,BC5B
-7.058519508,-12.27338764,BC5B
-6.091203357,-12.4481723,BC5B
-7.087653782,-12.28816483,BC5B
-7.716648246,-12.11680386,BC5B
-7.668467189,-12.04915878,BC5B
-6.72790065,-12.7498481,BC5B
-7.393438961,-12.29985592,BC5B
-7.440514232,-12.34800408,BC5B
-15.86467424,-13.41071579,BC6
-16.46402898,-13.74332497,BC3A
-17.04958882,-13.62800953,BC3A
-15.90126958,-13.54370281,BC3A
-17.11391034,-13.379832,BC3A
-16.65218702,-13.27558014,BC3A
-17.14196744,-12.58198998,BC3A
-16.44647374,-12.78322384,BC3A
-16.24337545,-12.91594193,BC3A
-17.08104863,-12.79039738,BC3A
-16.3363606,-13.80760071,BC3A
